property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,Relatively New,333.0,300.96,271.0,0,0,0,0,0,0,67
flat,umang monsoon breeze,sector 78,0.69,5390.0,2,2,2,11.0,Moderately Old,1595.98,1422.0,1280.04,0,0,0,0,0,0,60
flat,zara aavaas,sector 104,0.22,7302.0,1,2,2,2.0,New Property,375.81,335.0,301.28,0,0,0,0,0,0,60
flat,smart world orchard,sector 61,2.2,14202.0,3,3,2,4.0,New Property,1931.47,1721.0,1549.03,0,0,0,0,0,0,152
house,spaze privy,sector 72,3.09,6981.0,5,5,3+,14.0,Relatively New,3868.0,3652.94,2921.97,0,1,0,0,0,1,33
flat,the pearl apartmen,sector 15,0.43,5584.0,2,2,1,2.0,Relatively New,960.42,856.0,770.05,0,0,0,0,0,1,28
flat,pioneer araya,sector 62,8.35,19513.0,4,6,3,16.0,Relatively New,4278.97,3872.0,3485.0,0,1,0,1,0,0,153
house,independent,sector 4,0.55,6813.0,2,1,1,1.0,Moderately Old,892.0,807.0,726.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,0.87,6987.0,2,2,2,3.0,Moderately Old,1244.95,1127.0,1014.0,0,0,0,0,0,0,35
flat,ats triumph,sector 104,2.6,8813.0,4,4,3+,16.0,Relatively New,3149.95,3064.0,2949.95,0,1,0,0,0,1,150
flat,sare green parc,sector 92,0.85,6741.0,3,2,2,14.0,Relatively New,1393.0,1260.99,1135.0,0,0,0,0,0,0,0
flat,supertech araville,sector 79,1.35,9000.0,2,2,3,6.0,New Property,1529.98,1350.01,1199.96,1,0,0,0,1,1,88
flat,experion the heartsong,sector 108,0.87,11845.0,2,3,3,2.0,Relatively New,1282.95,978.22,734.42,0,1,0,0,0,1,123
flat,vatika emilia floors,sector 83,0.6,5714.0,2,2,2,1.0,Relatively New,1050.02,989.96,950.02,0,0,0,0,0,1,167
house,international city by sobha phase 2,sector 109,12.5,26667.0,5,6,3,3.0,Relatively New,4972.0,4499.96,4050.0,1,1,1,1,0,0,63
flat,tata primanti,sector 72,5.0,11363.0,4,4,3+,2.0,New Property,4399.96,3999.97,3499.99,1,1,1,0,0,1,174
flat,ss the leaf,sector 85,1.04,5973.0,2,3,3+,4.0,Relatively New,1740.95,1576.0,1418.0,0,0,1,0,0,0,113
flat,ireo skyon,sector 60,3.75,13392.0,4,4,3,12.0,Relatively New,2800.01,2649.96,2349.97,0,1,0,0,0,1,49
house,vipul tatvam villa,sector 48,8.5,21250.0,4,5,3+,2.0,Moderately Old,4420.0,3999.97,3600.0,1,1,0,1,1,1,49
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.0,4,4,3+,3.0,Relatively New,2462.43,2194.0,1974.96,1,1,0,0,0,2,174
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1298.02,1175.0,1058.0,0,0,0,0,0,0,29
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3,3,3+,3.0,Under Construction,1795.59,1600.0,1439.99,0,0,0,1,0,0,51
house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,2.0,Moderately Old,3560.0,3221.96,2900.0,1,1,1,1,0,1,144
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1505.01,1362.0,1226.0,0,0,0,0,0,0,118
flat,vatika sovereign park,sector 99,3.2,9922.0,4,4,0,5.0,Under Construction,3564.0,3224.97,2902.0,0,0,0,0,0,0,23
flat,bestech park view sanskruti,sector 92,1.83,7870.0,4,3,3,8.0,New Property,2325.0,2104.0,1894.0,0,1,0,0,0,0,128
flat,eldeco accolade,sohna road,0.72,5735.0,2,2,3,8.0,Relatively New,1575.89,1404.0,1264.0,0,0,0,0,0,0,153
flat,dnha cghs,sector 1,0.85,3864.0,3,3,0,5.0,Moderately Old,2431.0,2200.03,1980.0,0,0,0,0,0,0,0
flat,ss residency,sector 12,0.53,4818.0,3,3,2,2.0,Relatively New,1099.96,995.0,896.0,0,0,0,0,0,1,14
flat,m3m merlin,sector 67,3.0,14655.0,3,3,3+,4.0,Relatively New,2046.97,1900.04,1800.05,0,0,1,0,0,1,174
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1250.01,1131.0,1018.0,0,0,0,0,0,0,31
house,independent,sector 3 phase 2,0.85,9444.0,5,3,3,1.0,Relatively New,1122.23,1000.0,899.97,0,0,0,0,0,0,0
flat,tata gurgaon gateway,sector 113,6.0,9139.0,5,6,3+,24.0,Moderately Old,8185.91,7294.0,6565.01,0,0,0,0,0,0,117
flat,emaar digihomes,sector 62,2.45,16000.0,2,2,2,7.0,New Property,1296.01,1199.96,999.97,1,0,0,0,0,2,174
flat,pareena coban residences,sector 99a,1.08,6625.0,3,5,3,2.0,Relatively New,1997.03,1749.99,1629.98,0,1,0,0,1,0,49
house,unitech aspen greens,sector 50,12.0,37037.0,3,4,2,1.0,Moderately Old,3580.0,3240.04,2916.0,1,1,0,0,0,1,101
house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old Property,1560.76,1450.0,1199.96,0,0,1,0,0,0,37
flat,rof aalayas,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,829.0,750.03,675.0,0,0,0,0,0,0,0
flat,m3m golfestate,sector 65,6.1,18138.0,3,3,3,19.0,Moderately Old,3362.97,3027.0,2710.03,1,1,0,0,0,1,174
flat,parsvnath green ville,sector 48,1.75,7201.0,3,3,3,7.0,Old Property,2429.95,2200.03,1800.05,0,1,0,0,0,2,109
flat,shri ram apartments,sector 4,0.36,3789.0,2,2,1,4.0,Relatively New,1184.85,1056.0,950.02,0,0,0,0,0,0,0
house,independent,sector 31,3.5,24155.0,4,4,3,2.0,Old Property,1601.0,1449.04,1304.0,0,0,1,0,0,1,70
flat,sagar apartment,sector 56,1.45,7250.0,3,3,3+,7.0,Old Property,2000.04,1900.04,1800.05,1,1,0,1,1,0,166
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,10.0,Relatively New,3197.95,2600.02,2349.97,0,1,0,1,0,1,174
house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3499.37,3240.04,2700.02,0,0,0,0,0,0,0
house,independent,sector 41,4.25,26235.0,10,9,3+,4.0,Moderately Old,1790.0,1619.97,1458.0,1,1,0,0,0,1,36
flat,ss hibiscus,sector 50,6.0,12272.0,4,3,3,5.0,Moderately Old,4399.96,3982.0,3584.0,0,1,0,0,0,0,31
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1714.65,1528.0,1374.98,0,0,0,1,0,1,49
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3,3,3,7.0,Relatively New,1650.0,1493.0,1344.0,0,1,0,0,0,0,159
flat,hcbs sports ville,sohna road,0.24,7407.0,1,1,2,1.0,New Property,404.0,360.0,323.99,0,0,0,0,0,0,68
flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,10.0,Moderately Old,2262.03,1853.97,1576.05,0,0,1,1,0,0,111
flat,m3m the marina,sector 68,1.0,12500.0,2,2,3,21.0,Relatively New,997.59,889.0,799.97,0,0,0,0,0,0,31
flat,m3m woodshire,sector 107,0.9,6588.0,2,2,3+,14.0,New Property,1366.05,1236.0,1112.0,0,0,0,0,0,0,67
flat,m3m woodshire,sector 107,1.35,5717.0,3,4,3+,8.0,Relatively New,2360.95,1949.99,1755.0,0,1,0,0,0,1,74
house,independent,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,2984.0,2700.02,2430.0,0,0,0,0,0,0,0
house,unitech espace,sector 50,11.29,34846.0,5,5,3+,2.0,Moderately Old,3580.0,3240.04,2916.0,1,0,0,1,0,0,21
flat,sidhartha ncr greens,sector 95,0.96,6201.0,3,3,3,8.0,New Property,1930.24,1720.0,1547.96,0,0,1,1,0,0,8
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Moderately Old,2616.0,2366.98,2130.0,0,1,1,0,0,1,83
house,unitech uniworld resorts,sector 33,8.5,17820.0,5,5,3+,3.0,New Property,5271.0,4770.02,4293.0,1,1,1,1,0,1,145
flat,eldeco accolade,sohna road,0.87,5965.0,2,2,3+,10.0,Relatively New,1457.0,1131.0,848.95,1,0,0,0,0,0,72
house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,2984.0,2700.02,2430.0,1,1,0,1,0,0,8
flat,raheja atharva,sector 109,2.2,9490.0,3,3,2,7.0,Moderately Old,2890.66,2576.0,2318.01,0,1,0,0,0,1,111
flat,ireo the corridors,sector 67a,1.8,14658.0,3,3,3,6.0,New Property,1921.03,1551.0,1227.95,0,1,1,0,0,1,150
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,3.0,Relatively New,1350.01,1222.0,1100.0,1,0,0,0,0,0,106
flat,adani m2k oyster grande,sector 102,1.95,7561.0,3,4,3,9.0,Relatively New,2579.03,2334.0,2101.0,1,1,0,0,0,1,83
house,bptp pedestal,sector 70a,0.92,7750.0,2,3,3+,3.0,New Property,1480.2,1319.0,1187.04,0,0,0,0,1,0,153
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,1608.02,1455.0,1310.0,0,0,0,1,0,1,86
flat,godrej habitat,sector 3,1.35,12784.0,2,2,0,4.0,Old Property,1160.83,1056.05,912.03,0,0,0,0,0,0,60
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,9.0,Relatively New,2949.95,2670.0,2403.0,0,1,0,0,0,0,68
house,nirvana country,sector 50,10.0,14285.0,5,7,2,4.0,Moderately Old,7735.0,6999.98,6300.0,0,1,0,0,0,2,0
house,independent,sector 38,3.5,24306.0,3,3,2,1.0,Relatively New,1795.59,1600.0,1439.99,0,0,0,0,0,0,0
flat,hcbs sports ville,sohna road,0.22,3142.0,1,1,1,1.0,New Property,872.97,778.0,699.98,0,0,0,0,0,0,86
flat,smriti apartment,sector 56,0.45,7500.0,1,1,2,3.0,Old Property,599.98,543.0,489.0,0,0,0,0,0,0,57
house,independent,manesar,2.0,14954.0,3,1,0,3.0,Moderately Old,1477.0,1337.0,1203.0,0,0,0,0,0,0,16
flat,godrej aria,sector 79,1.7,7426.0,3,4,3+,6.0,New Property,2289.05,1659.0,1120.95,0,1,0,0,0,0,81
house,vipul tatvam villa,sector 48,7.65,19125.0,4,4,3,2.0,Moderately Old,4420.0,3999.97,3600.0,1,1,0,0,1,0,49
house,independent,sector 25,9.9,29333.0,5,5,2,2.0,Moderately Old,3729.0,3375.02,3038.0,0,0,0,1,0,1,106
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,4.0,Relatively New,1650.0,1493.0,1344.0,0,1,0,0,0,1,83
flat,ashiana mulberry,sohna road,0.74,6200.0,2,2,3+,12.0,New Property,1508.53,1344.0,1209.97,0,0,0,0,0,0,67
flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,1650.0,1493.0,1344.0,0,0,1,0,0,2,174
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1900.04,1305.02,1173.05,1,1,0,0,0,0,49
house,grover homes sec 4,sector 4,4.75,9374.0,5,5,1,1.0,Old Property,5599.0,5067.0,4560.0,1,1,0,1,0,1,35
flat,ats kocoon,sector 109,2.95,10350.0,4,4,3+,7.0,Relatively New,3544.51,3149.95,2849.96,0,1,1,0,0,1,158
flat,ireo uptown,sector 66,1.5,11219.0,2,3,3,1.0,Relatively New,1336.98,1329.99,1050.02,0,1,0,0,1,1,79
house,independent,sector 11,0.44,4251.0,3,2,1,1.0,Relatively New,1290.55,1150.0,1034.95,0,0,0,1,1,0,46
house,independent,sector 2,0.7,7777.0,1,1,0,1.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16454.0,2,2,2,10.0,Relatively New,915.04,742.0,589.54,0,0,0,0,0,0,151
flat,paras dews,sector 106,2.1,8917.0,4,6,3+,6.0,Relatively New,2355.03,2131.0,1918.0,0,1,0,0,1,0,60
flat,sare crescent parc,sector 92,0.49,4909.0,2,2,2,2.0,Relatively New,1244.53,1109.0,998.03,0,0,0,0,0,0,96
flat,ramprastha skyz,sector 37d,1.25,7250.0,3,3,3+,2.0,Under Construction,1906.0,1725.02,1553.0,0,0,0,0,0,0,8
flat,signature global city 63a,sector 63a,1.55,14783.0,2,2,2,2.0,Under Construction,1309.48,1167.0,1050.02,0,0,0,0,0,0,0
house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,2387.0,2159.99,1944.0,0,1,0,0,1,0,43
flat,paras dews,sector 106,0.87,9255.0,2,2,3+,1.0,New Property,1384.99,1119.98,940.01,0,0,0,0,0,0,174
flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,2025.01,1749.99,1599.95,0,1,0,1,0,1,174
flat,conscient heritage max,sector 102,2.15,9306.0,3,4,3,13.0,Relatively New,2149.01,1945.0,1750.0,1,1,0,0,0,0,101
flat,tulip purple,sector 69,1.8,9000.0,4,5,3+,4.0,Relatively New,2400.03,2200.03,2000.04,0,1,0,0,0,0,165
flat,suncity vatsal valley,gwal pahari,1.0,13340.0,2,2,2,3.0,New Property,935.04,833.0,750.03,0,0,0,0,0,1,13
house,independent,sector 6,1.0,41666.0,6,4,0,3.0,Moderately Old,265.0,240.03,216.0,0,0,0,0,0,0,0
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3,3,3+,8.0,New Property,1788.96,1619.0,1457.0,0,0,0,0,0,0,23
flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Relatively New,2000.04,1900.04,1800.05,1,0,0,0,0,0,174
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.0,3,3,2,5.0,Moderately Old,1550.0,1403.0,1263.0,0,0,0,0,1,0,30
flat,apex our homes,sector 37c,0.33,3567.0,2,2,1,3.0,Relatively New,925.05,850.03,799.97,0,0,0,0,0,1,158
flat,antriksh heights,sector 84,0.9,4444.0,3,3,3,18.0,Relatively New,2025.01,1833.0,1650.0,0,1,0,1,0,0,59
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,2,10.0,Relatively New,567.04,516.0,467.05,0,0,0,0,0,0,42
flat,signature global park,sohna road,0.95,7850.0,3,2,3+,3.0,New Property,1337.0,1209.97,1089.0,0,0,0,0,0,0,85
flat,godrej nature plus,sector 33,1.31,15982.0,2,2,2,4.0,Under Construction,1024.8,913.0,822.0,0,0,0,0,0,0,92
flat,orchid petals,sector 49,2.55,12318.0,3,4,3,8.0,Relatively New,2070.01,2060.0,1760.01,1,0,0,0,0,1,49
house,housing board colony,sector 28,3.5,25926.0,6,6,3,3.0,Relatively New,1492.0,1350.01,1215.0,0,0,0,0,0,0,0
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1716.95,1554.0,1399.0,1,0,0,0,0,1,61
flat,conscient heritage max,sector 102,1.7,11333.0,3,4,3+,8.0,Relatively New,1942.02,1700.05,1499.95,0,1,0,1,0,1,174
flat,paras dews,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,1760.01,1185.97,1129.99,1,1,0,0,0,0,49
flat,dlf new town heights,sector 91,1.65,6345.0,4,4,3+,11.0,Moderately Old,2363.97,2139.0,1925.0,0,1,0,0,0,0,72
flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,3,8.0,Relatively New,1350.01,1222.0,1100.0,1,0,0,0,1,0,49
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New Property,673.36,600.0,540.02,0,0,0,0,0,0,0
house,independent,sector 41,1.65,13750.0,1,1,0,1.0,Moderately Old,1326.0,1199.96,1080.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.15,5808.0,3,3,2,3.0,Relatively New,1980.02,1350.01,1308.03,1,1,1,1,0,1,165
flat,dlf new town heights,sector 86,1.3,6735.0,3,3,3,12.0,Moderately Old,1929.97,1747.0,1572.0,0,1,0,1,0,0,106
flat,dlf new town heights,sector 90,1.25,6476.0,3,3,3+,17.0,Relatively New,1929.97,1700.05,1499.95,0,1,0,1,0,0,65
flat,ansal heights 86,sector 86,0.9,5325.0,3,3,2,10.0,New Property,1867.0,1690.04,1521.0,0,0,0,0,0,0,29
flat,elan mercado,sector 80,0.85,12408.0,1,1,1,15.0,Relatively New,854.1,761.0,685.01,0,0,0,0,0,0,60
flat,la vida by tata housing,sector 113,2.78,10334.0,3,4,3+,5.0,Relatively New,2690.01,2349.97,2170.0,0,1,0,0,0,0,174
flat,allure homes,sector 12,0.72,7272.0,2,2,1,2.0,Relatively New,1234.44,1100.0,989.96,0,0,0,0,1,1,16
flat,vipul lavanya,sector 81,0.64,5261.0,2,2,3,12.0,Relatively New,1527.46,1361.0,1225.04,0,0,0,0,0,1,93
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10224.0,3,3,3,1.0,Relatively New,1691.98,1531.0,1378.0,0,0,0,0,0,0,100
flat,mahindra luminare,sector 59,5.8,19173.0,3,4,3,16.0,New Property,3771.92,3361.0,3024.98,0,1,0,0,0,1,49
flat,emaar the palm drive,sector 66,3.9,18636.0,3,4,3,2.0,Relatively New,2431.0,2200.03,1980.0,0,0,0,0,0,0,0
flat,experion the heartsong,sector 108,1.2,6825.0,3,3,3+,10.0,Relatively New,1757.96,1275.52,974.67,1,0,0,0,0,0,93
house,independent,sector 12,1.5,11111.0,5,5,2,3.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,16
flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively New,1429.61,1350.01,1080.05,0,0,0,0,0,0,0
house,independent,sector 21,0.45,8411.0,3,2,1,1.0,Old Property,666.85,594.0,534.97,0,0,0,0,0,0,0
flat,mapsko casa bella,sector 82,1.38,5443.0,4,5,3+,20.0,Relatively New,2535.01,2294.0,2065.0,0,1,0,0,0,0,79
flat,tata primanti,sector 72,3.4,15560.0,3,4,3+,9.0,Moderately Old,2184.96,1977.0,1779.0,0,1,0,0,0,0,38
flat,dlf new town heights,sector 90,1.99,7297.0,4,4,3+,9.0,Relatively New,3400.42,3030.0,2727.03,0,1,0,1,0,1,102
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,1099.96,995.0,896.0,0,0,0,0,0,1,29
flat,ss the leaf,sector 85,1.25,7179.0,2,2,3,10.0,Relatively New,1740.95,1729.97,1719.96,0,0,0,0,0,0,49
flat,experion the heartsong,sector 108,0.9,7014.0,2,3,3,7.0,Relatively New,1282.95,1161.0,1045.0,0,1,0,0,1,0,72
flat,mahindra luminare,sector 59,5.5,18181.0,3,3,1,26.0,Under Construction,3024.98,2738.0,2464.0,0,1,0,0,0,0,24
flat,orris aster court premier,sector 85,1.73,6757.0,4,5,3+,8.0,Relatively New,2559.98,2017.05,1815.0,0,1,0,0,0,0,16
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2403.04,2400.03,2200.03,0,1,0,0,0,1,174
flat,vatika inxt floors,sector 82a,1.25,8333.0,3,2,3,2.0,Relatively New,1870.56,1667.0,1499.95,1,0,0,1,0,1,94
house,uppal southend,sector 49,3.75,25562.0,6,6,3+,3.0,Moderately Old,1621.0,1467.01,1320.0,1,0,0,0,0,1,26
flat,hsiidc sidco aravali,manesar,0.9,3477.0,3,3,3+,8.0,Moderately Old,2587.96,1900.04,1710.0,0,1,0,0,0,0,23
flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,20.0,Relatively New,2356.0,2132.0,1919.0,0,1,0,1,0,0,65
house,independent,sector 110,0.34,6800.0,1,1,0,1.0,Moderately Old,552.0,499.98,450.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.39,5887.0,3,4,3+,6.0,Relatively New,2360.95,2057.0,1780.03,0,1,0,1,0,1,174
flat,pareena coban residences,sector 99a,1.23,6159.0,3,5,3,5.0,Relatively New,1997.03,1807.0,1626.0,0,1,0,0,0,0,99
flat,signature global orchard avenue,sector 93,0.36,6715.0,2,2,2,6.0,Relatively New,677.82,604.0,543.58,0,0,0,0,0,0,16
house,saksham welfare association,sector 22,4.7,19847.0,6,6,3+,2.0,Old Property,2368.0,1830.0,1722.0,0,0,1,1,0,1,106
flat,sobha city,sector 108,2.9,14478.0,3,4,2,8.0,New Property,2002.95,1813.0,1632.0,0,0,0,0,0,0,109
flat,m3m soulitude,sector 89,1.28,8827.0,3,3,2,4.0,Under Construction,1808.0,1611.0,1450.0,1,0,0,0,0,0,114
house,independent,sector 26,7.0,39265.0,5,5,2,3.0,Relatively New,1970.0,1783.0,1605.0,0,1,0,0,0,0,9
flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,3149.95,2488.0,1912.96,0,1,0,0,0,0,31
flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively New,2011.0,1819.96,1638.0,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,8.4,21000.0,4,5,3+,2.0,Moderately Old,4420.0,3999.97,3600.0,1,1,0,1,0,1,49
house,independent,sector 26,6.0,33333.0,8,5,3+,3.0,Old Property,1989.0,1800.05,1620.0,0,0,0,0,0,1,9
flat,shree vardhman flora,sector 90,0.7,5384.0,2,2,3,13.0,New Property,1299.96,1176.0,1058.0,1,0,0,0,0,0,15
house,vatika the seven lamps,sector 82,1.6,6597.0,4,4,3+,16.0,Moderately Old,2680.0,2425.0,2182.0,0,1,0,0,0,0,94
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,11.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,45
house,independent,sector 26,4.45,35185.0,4,4,3,3.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,25
flat,ramsons kshitij,sector 95,0.17,544.0,1,1,1,12.0,Relatively New,4005.2,3569.0,3211.95,0,0,0,0,0,0,56
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20.0,Relatively New,1963.01,1833.0,1700.05,0,1,0,0,0,1,37
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3,3,3,1.0,Under Construction,1931.47,1721.0,1549.03,0,0,0,0,0,0,0
flat,czar mahira homes 63a,sector 63a,0.42,7407.0,3,2,2,1.0,Under Construction,707.04,630.0,567.04,0,0,0,0,0,0,0
flat,central park resorts,sector 48,15.0,22388.0,5,6,3+,17.0,Relatively New,8354.24,7444.0,6699.99,1,1,0,1,0,2,45
flat,railway officers rpf society,sector 9a,1.3,5039.0,4,4,3+,9.0,Old Property,2851.0,2580.0,2322.0,0,0,0,0,0,0,0
house,independent,sector 46,3.55,24500.0,5,4,3+,3.0,Moderately Old,1601.0,1449.04,1304.0,0,1,0,0,0,1,73
flat,experion windchants,sector 112,2.8,11470.0,2,3,2,9.0,Relatively New,2441.04,1939.01,1800.05,1,1,0,0,0,0,137
flat,ats triumph,sector 104,2.65,8412.0,4,4,3+,10.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,174
flat,maxworth city residences,sector 10a,0.8,6400.0,2,3,2,9.0,New Property,1558.74,1389.0,1250.01,0,0,0,0,0,0,46
flat,shree vardhman flora,sector 90,1.3,5252.0,4,5,2,9.0,Relatively New,2475.05,2134.0,1825.02,1,1,0,0,0,0,110
flat,ss the leaf,sector 85,2.05,7290.0,4,4,3+,4.0,Relatively New,2811.96,2500.02,2249.98,0,1,0,0,0,1,49
flat,mvn athens,sohna road,0.25,4258.0,2,2,1,0.0,Relatively New,649.0,586.96,528.0,0,0,0,0,0,0,38
flat,pivotal devaan,sector 84,0.27,7964.0,1,1,1,13.0,Relatively New,438.95,387.0,338.96,0,0,0,0,0,2,45
house,independent,sector 12,2.5,13888.0,9,5,2,1.0,Old Property,1989.0,1800.05,1620.0,0,0,0,1,0,0,8
flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New Property,779.06,694.0,624.95,0,0,0,0,0,0,14
flat,umang monsoon breeze,sector 78,1.2,6493.0,3,3,2,8.0,Moderately Old,2249.98,2045.0,1847.95,0,0,0,1,0,2,8
flat,orris carnation residency,sector 85,0.88,5952.0,3,3,1,1.0,Relatively New,1484.99,1344.0,1210.0,0,0,0,0,0,0,65
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3,3,3+,14.0,Relatively New,2376.0,2149.98,1935.0,0,0,0,0,0,0,0
flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,923.79,823.0,740.99,0,0,0,0,0,0,26
flat,valley view estate,gwal pahari,1.5,7489.0,4,4,3+,10.0,Moderately Old,2000.04,1849.99,1650.0,0,0,0,0,0,0,58
house,independent,sector 54,3.51,12342.0,4,4,3,4.0,New Property,3143.0,2844.04,2560.0,0,1,0,0,0,0,73
flat,bestech park view sanskruti,sector 92,1.55,7568.0,3,4,3,16.0,Relatively New,1994.98,1805.0,1624.0,0,1,0,0,0,1,60
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3,3,3,1.0,Relatively New,1826.96,1653.0,1488.0,0,0,0,0,0,0,151
house,independent,sector 10a,4.25,17955.0,4,3,2,1.0,Moderately Old,2447.28,2366.98,1800.05,0,0,0,0,0,0,0
flat,pyramid urban,sector 67a,0.53,8967.0,2,2,1,6.0,Relatively New,737.16,657.0,591.05,0,0,0,0,1,1,49
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively New,1949.99,1765.0,1588.0,0,1,0,0,0,0,165
flat,gls arawali homes,sohna road,0.26,4513.0,2,2,2,4.0,Relatively New,718.22,640.0,575.98,0,0,0,0,0,0,42
flat,shree vardhman flora,sector 90,0.85,4404.0,3,4,3,3.0,Relatively New,1929.97,1679.0,1450.0,0,1,1,0,0,0,110
house,independent,sector 24,3.25,30384.0,4,4,3,3.0,Old Property,1182.0,1070.0,963.0,0,0,0,0,0,0,15
flat,godrej aria,sector 79,1.69,8522.0,3,3,2,7.0,Relatively New,1983.03,1795.0,1616.0,0,0,0,0,0,0,112
house,international city by sobha phase 2,sector 109,7.0,11240.0,5,5,3+,2.0,Relatively New,6882.0,6227.99,5605.0,0,1,0,0,0,0,129
flat,dlf the primus,sector 82a,1.87,10394.0,3,3,3,31.0,Moderately Old,1798.97,1668.0,1537.95,0,0,0,1,0,0,38
house,sector 14 rwa,sector 14,6.5,20635.0,4,4,3+,2.0,Moderately Old,3481.0,3149.95,2835.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,10.0,Relatively New,3950.03,3920.0,3899.98,0,1,0,0,0,0,174
house,eros rosewood villas,sector 49,2.5,13513.0,3,3,2,2.0,Moderately Old,2220.91,1900.04,1849.99,0,0,1,1,0,0,59
house,independent,sector 49,4.5,15625.0,8,8,3,3.0,Moderately Old,3182.0,2879.99,2592.0,1,1,1,1,0,2,151
flat,ss the leaf,sector 85,2.0,6578.0,4,5,3+,1.0,Relatively New,2811.96,2545.0,2290.0,0,1,1,0,0,0,106
flat,kendriya vihar,sector 56,0.58,9586.0,1,1,1,1.0,Old Property,754.3,672.0,605.04,0,0,0,0,0,0,77
flat,shree vardhman flora,sector 90,0.8,5925.0,2,3,2,0.0,Relatively New,1492.0,1350.01,1215.0,0,0,0,0,0,0,60
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderately Old,1853.97,1667.97,1501.03,0,1,0,1,0,0,111
flat,experion windchants,sector 112,3.29,11741.0,3,3,3+,2.0,Relatively New,2801.95,2225.54,2003.0,0,1,0,0,0,1,152
